name,url,telephone,type1,type2,geo_longitude,geo_latitude,addressLocality,addressRegion,addressCountry,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7
Carrick Plaza Suites,https://www.carrickplazasuites.ie/,353719616266,LodgingBusiness,LocalBusiness,-8.094048,53.943937,Carrick-on-Shannon,Leitrim,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,Ireland's Hidden Hearthlands,None,None,None,None
Áras Ghleann Cholm Cille,https://arasbnb.com,353749730077,Hostel,LocalBusiness,-8.7707943,54.6953828,Glencolmcille,Donegal,Republic of Ireland,Accommodation,Hostel,Welcome Standard,None,None,None,None,None
Bunk Campers,https://www.bunkcampers.com/en/campervan-hire-locations/ireland/,442890813057,LodgingBusiness,LocalBusiness,-6.2338688,53.4111321,Santry,Dublin,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Wicklow Way Lodge B&B,https://www.wicklowwaylodge.com/,35312818489,BedAndBreakfast,LocalBusiness,-6.275734,53.051305,Roundwood,Wicklow,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Beautiful Killarney Apartment,,353876574093,LodgingBusiness,Not Available,-9.500675,52.0514536,Killarney,Kerry,Republic of Ireland,Accommodation,Self Catering Accommodation,None,None,None,None,None,None
Pine Tree House,,353872062556,LodgingBusiness,Not Available,-9.416472,52.5533301,Tarbert,Kerry,Republic of Ireland,Accommodation,Self Catering Accommodation,None,None,None,None,None,None
Glebe House B&B,http://www.glebehousebb.com,353872521558,BedAndBreakfast,LocalBusiness,-7.6939268,53.5933336,,Longford,Republic of Ireland,Accommodation,B&B,Welcome Standard,Ireland's Hidden Hearthlands,None,None,None,None
Ceecliff House,http://www.bandbireland.com/accommodation/28139/ceecliff-house,3530749379159,BedAndBreakfast,LocalBusiness,-7.16756763252351,55.2892431392363,Culdaff,Donegal,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
The Woodford Dolmen Hotel,http://www.woodforddolmenhotel.ie,3530599142002,Hotel,LocalBusiness,-6.95156416071313,52.813954537277,Carlow Town,Carlow,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Kinlay Hostel,https://www.kinlaygalway.ie/,35391565244,Hostel,LocalBusiness,-9.0487478,53.273274,Galway City,Galway,Republic of Ireland,Accommodation,Hostel,Follow the Shamrock,Standard,None,None,None,None
Blarney Caravan and Camping Park,http://www.blarneycaravanpark.com,3530214516519,Campground,LocalBusiness,-8.5461,51.947423,Blarney,Cork,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Maritime Hotel,http://www.facebook.com/themaritime,35302754700,Hotel,LocalBusiness,-9.457125,51.680043,Bantry,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Maldron Hotel South Mall Cork City,http://maldronhotelsouthmall.com/,3530212037000,Hotel,LocalBusiness,-8.46760864185217,51.897715849073,Cork City,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Rosleague Manor Hotel,http://www.rosleague.com,35309541101,Hotel,LocalBusiness,-9.97303806480409,53.5469579384392,Letterfrack,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Ballymascanlon Hotel,http://www.ballymascanlon.com,3530429358200,Hotel,LocalBusiness,-6.35224682209014,54.0316156622108,Dundalk,Louth,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Shoreline Hotel,http://www.shorelinehotel.ie,353018436153,Hotel,LocalBusiness,-6.11525894229317,53.4786041231847,Donabate,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Mullingar Park Hotel,https://www.mullingarparkhotel.com/,353449337500,Hotel,LocalBusiness,-7.3032535,53.5228043,Mullingar,Westmeath,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Cork's Vienna Woods Hotel,https://www.facebook.com/vienna.woods,3530214556800,Hotel,LocalBusiness,-8.361969,51.907902,Cork City,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Kinsale Hotel & Spa,https://www.facebook.com/KinsaleHotelandSpa,3530214706000,Hotel,LocalBusiness,-8.465532,51.698582,Kinsale,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Woodfield House Hotel,http://www.woodfield.ie/,353061453022,Hotel,LocalBusiness,-8.65057147544576,52.6678067311415,Limerick City,Limerick,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Riverside Park Hotel and Leisure Club,https://www.riversideparkhotel.com,3530539237800,Hotel,LocalBusiness,-6.566902,52.497528,Enniscorthy,Wexford,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Roganstown Hotel and Country Club,http://www.roganstown.com,353018433118,Hotel,LocalBusiness,-6.271494,53.487382,Swords,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Metropole Hotel,https://twitter.com/@MetropoleCork,3530214643700,Hotel,LocalBusiness,-8.467587974205,51.9013092690477,Cork City,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Heritage,http://www.theheritage.com,3530578645500,Hotel,LocalBusiness,-7.150751,53.13234,Killenard,Laois,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Fern Rock,http://stayatfernrock.com/,3530669761848,BedAndBreakfast,LocalBusiness,-9.75814159259039,52.1291233803025,Milltown,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Maldron Hotel Dublin Airport,https://www.maldronhoteldublinairport.com/,353018080500,Hotel,LocalBusiness,-6.23353062202068,53.4277429930888,Dublin Airport,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Travellers' Rest Hostel,http://www.hostelcaherdaniel.com,3530669475175,Hostel,LocalBusiness,-10.0979361678451,51.7677576432774,Caherdaniel,Kerry,Republic of Ireland,Accommodation,Hostel,Welcome Standard,None,None,None,None,None
The Cosy Cottage,http://www.thecosycottage.com,3530749385740,BedAndBreakfast,LocalBusiness,-7.0391262418724,55.1892271549435,Moville,Donegal,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Nox Hotel,http://www.noxhotelgalway.ie,353091735555,Hotel,LocalBusiness,-9.04227766418933,53.2866811784174,Galway City,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Forest Park House,https://bedandbreakfastboyle.com/,3530719662227,BedAndBreakfast,LocalBusiness,-8.244966,53.969937,Boyle,Roscommon,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Ringfort@The Irish National Heritage Park,http://www.irishheritage.ie,3530539120733,BedAndBreakfast,LocalBusiness,-6.51737889359583,52.3438386292364,Ferrycarrig,Wexford,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Kingfisher Lodge,http://www.kingfisherlodgekillarney.com,3530646637131,BedAndBreakfast,LocalBusiness,-9.50604830249881,52.0636727553838,Killarney,Kerry,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Garrettstown House Holiday Park,http://www.garrettstownhouse.com,3530214778156,Campground,LocalBusiness,-8.595557,51.65339,Kinsale,Cork,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
River Valley Caravan Park,http://www.rivervalleypark.ie,353040441647,Campground,LocalBusiness,-6.144819,52.88893,Redcross,Wicklow,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Annandale House,http://www.annandalebnb.com,353018040822,BedAndBreakfast,LocalBusiness,-6.242219,53.37546,Drumcondra,Dublin,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Grand Hotel,https://www.grandhoteltralee.com/,3530667121499,Hotel,LocalBusiness,-9.7049029914017,52.2689839589979,Tralee,Kerry,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Commons Inn,http://www.commonsinn.com,3530214210300,Hotel,LocalBusiness,-8.487611,51.921844,Cork City,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Landmark Hotel,http://www.thelandmarkhotel.com,3530719622222,Hotel,LocalBusiness,-8.092845,53.94355,Carrick-on-Shannon,Leitrim,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Galey Bay Caravan and Camping Park,http://www.galeybaycamping.ie,3530906661058,Campground,LocalBusiness,-8.066907,53.577145,Roscommon Town,Roscommon,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Seanor House,http://www.bandbireland.com/accommodation/28119/seanor-house,35306827055,BedAndBreakfast,LocalBusiness,-9.65130937607478,52.5051598364819,Ballybunion,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Sea Breeze Bed and Breakfast,http://www.seabreezeconnemara.com,35309543489,BedAndBreakfast,LocalBusiness,-9.96883131588652,53.5982773824442,Renvyle,Galway,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Claregalway Hotel,http://www.claregalwayhotel.ie,353091738300,Hotel,LocalBusiness,-8.94396,53.343658,Claregalway,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Courtyard Apartments,https://www.facebook.com/pg/familybreaksatthecourtyard/about/,3530719622711,LodgingBusiness,LocalBusiness,-8.09219412611162,53.9462956210645,Carrick-on-Shannon,Leitrim,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,Ireland's Hidden Hearthlands,None,None,None,None
Hayes Hotel,http://www.hayeshotel.com,353050422122,Hotel,LocalBusiness,-7.81218354232783,52.6793070845063,Thurles,Tipperary,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Rose Hotel,http://www.therosehotel.com,3530667199100,Hotel,LocalBusiness,-9.700683,52.263633,Tralee,Kerry,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Celtic House,http://www.celtic-house-bandb.com,3530567762249,BedAndBreakfast,LocalBusiness,-7.249919,52.654626,Kilkenny City,Kilkenny,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Rosdarrig,https://rosdarrig.com/,353719662040,BedAndBreakfast,LocalBusiness,-8.284955,53.971099,Boyle,Roscommon,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Campail Teach an Aragail,http://www.dingleactivities.com,3530669155143,Campground,LocalBusiness,-10.355572,52.173038,Dingle,Kerry,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Danabel,http://www.danabel.com/,3530214774087,BedAndBreakfast,LocalBusiness,-8.519868,51.707198,Kinsale,Cork,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Riverview House,http://www.riverviewhousebandb.com,3530906494532,BedAndBreakfast,LocalBusiness,-7.983957,53.411863,Athlone,Westmeath,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Hillcrest Farmhouse,http://www.hillcrestfarmhouse.com,3530646634702,BedAndBreakfast,LocalBusiness,-9.632782,51.982559,Killarney,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Imperial Hotel with Escape Salon and Spa,https://www.imperialhotelcork.com/,3530214274040,Hotel,LocalBusiness,-8.47005793617632,51.897123932138,Cork City,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Ashbourne House Hotel,http://www.ashbournehousehotel.com,353018358400,Hotel,LocalBusiness,-6.396754,53.510912,Ashbourne,Meath,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Elizabeth Fort,http://irishlandmark.com,353016704733,LodgingBusiness,LocalBusiness,-8.47758645938757,51.8946773903946,Cork City,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Sancta Maria,http://sanctamariabb.com,3530646632447,BedAndBreakfast,LocalBusiness,-9.489716,52.059244,Killarney,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Woodvilla Lodge,http://www.woodvillalodge.com/,3530539175785,LodgingBusiness,LocalBusiness,-6.544190542161,52.2239695460015,Kilmore,Wexford,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
The Black Sheep Hostel,https://blacksheephostel.ie/,3530646638746,Hostel,LocalBusiness,-9.51520260000007,52.0582698,Killarney,Kerry,Republic of Ireland,Accommodation,Hostel,Welcome Standard,None,None,None,None,None
Brownes Townhouse,http://selfcateringdungarvan.com,3530878276708,LodgingBusiness,LocalBusiness,-7.64753614820711,51.9854790303184,Dungarvan,Waterford,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
The Address Connolly,https://www.theaddressconnolly.com/,353018363136,Hotel,LocalBusiness,-6.25008400000002,53.3516575123408,Dublin City,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Ocean Sands Hotel,http://theoceansandshotel.ie,3539626700,Hotel,LocalBusiness,-9.09406585146246,54.2125807184937,Enniscrone,Sligo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Buswells Hotel,http://www.buswells.ie,353016146500,Hotel,LocalBusiness,-6.25578,53.340756,Dublin City,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Holiday Inn Express Dublin City Centre,https://www.hiexdublincc.com/,353012788099,Hotel,LocalBusiness,-6.26084496615567,53.3521872741483,Dublin City,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
O'Donnabhains Guesthouse,http://twitter.com/ODonnabhains,3530646642106,LodgingBusiness,LocalBusiness,-9.583696,51.879306,Kenmare,Kerry,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
The Address Citywest,https://www.theaddresscitywest.com/,353014619900,Hotel,LocalBusiness,-6.419546,53.301283,Clondalkin,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Heaton's Guesthouse,http://www.heatonsdingle.com,3530669152288,LodgingBusiness,LocalBusiness,-10.285665,52.1411,Dingle,Kerry,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Plaza Hotel,http://www.plazahotel.ie,353014624200,Hotel,LocalBusiness,-6.367359,53.28571,Tallaght,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Collinswood,http://www.bandbireland.com/accommodation/27935/collinswood-b-b,353018400966,BedAndBreakfast,LocalBusiness,-6.227312,53.461203,Swords,Dublin,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Sea Mount B&B,http://www.seamountfarm.com,35302761226,BedAndBreakfast,LocalBusiness,-9.624338,51.633241,Bantry,Cork,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Corrib View Country House,https://www.bandbireland.com/accommodation/27104/corrib-view-country-house,35391552345,BedAndBreakfast,LocalBusiness,-9.26982,53.425799,Oughterard,Galway,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Grove Farmhouse,http://www.bandbs.ie/bedandbreakfast/grove-farmhouse-bb-kilkenny/,3530567758467,BedAndBreakfast,LocalBusiness,-7.095248,52.471511,Inistioge,Kilkenny,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Kenmare House B&B,http://www.kenmarehousebandb.com,3530646641283,BedAndBreakfast,LocalBusiness,-9.59623638294215,51.8828060383635,Kenmare,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Bungalow Farmhouse,http://www.bungalowbb.com,3530568835215,BedAndBreakfast,LocalBusiness,-7.510049,52.724031,Freshford,Kilkenny,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
O'Neill B&B,http://www.oneillsbedandbreakfast.com,3530669151639,BedAndBreakfast,LocalBusiness,-10.265397,52.139375,Dingle,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Corrib View,http://www.corribviewfarm.com,353091791114,BedAndBreakfast,LocalBusiness,-9.05873,53.368517,Annaghdown,Galway,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Lios na Manach,,3530646631283,BedAndBreakfast,LocalBusiness,-9.46598813757328,52.0465847876704,Killarney,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Hilton Park,http://www.facebook.com/hiltonpark,35304756007,BedAndBreakfast,LocalBusiness,-7.23638982947352,54.1433003338426,Clones,Monaghan,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,B&Bs,Historic House,None,None
Benbulben Farm,http://www.benbulbenfarmhouse.com,3530719173956,BedAndBreakfast,LocalBusiness,-8.4875654973755,54.3527030542108,Drumcliffe,Sligo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Mountain Inn,http://www.mountaininnireland.com,3530719167225,BedAndBreakfast,LocalBusiness,-8.605238,54.171354,Coolaney,Sligo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Millhouse,http://www.sligo-accommodation.com,3530719183449,BedAndBreakfast,LocalBusiness,-8.513395,54.085791,Ballymote,Sligo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Doogarry House,http://www.doogarryhouse.com,3530949021793,BedAndBreakfast,LocalBusiness,-9.26301,53.8526,Castlebar,Mayo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Hillcrest House,,35309783494,BedAndBreakfast,LocalBusiness,-9.740963,54.144608,Belmullet,Mayo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
