_id,id,name,is_closed,url,review_count,rating,price,phone,display_phone,distance,address1,city,country,latitude,longitude,alias1,alias2
657f0f31ba8ef8c91c1a6f2f,MuIBTHpAFfR7P0TwjxRwag,The Merrion Hotel,False,https://www.yelp.com/biz/the-merrion-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,58,4.5,€€€€,35316030600,+353 1 603 0600,934.0350409870289,21-24 Upper Merrion Street,Dublin,IE,53.3385,-6.25292,hotels,Unknown
657f0f31ba8ef8c91c1a6f30,a4Gfpd4yUDd8k8-S6ZXPqQ,Ashling Hotel,False,https://www.yelp.com/biz/ashling-hotel-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,72,4.0,€€,35316772324,+353 1 677 2324,1866.3101739428537,10-13 Parkgate Street,Dublin,IE,53.3480603471563,-6.29085265942115,hotels,Unknown
657f0f31ba8ef8c91c1a6f31,skRm433Av4GcFOdYQW8oSg,Holiday Inn Express Dublin City Centre,False,https://www.yelp.com/biz/holiday-inn-express-dublin-city-centre-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,26,4.0,€€,35318788099,+353 1 878 8099,941.8269043434123,28-32 O'Connell Street Upper,Dublin,IE,53.35255,-6.261,hotels,Unknown
657f0f31ba8ef8c91c1a6f32,2-hOpcoJlM_4fh_laTTlWg,Clontarf Castle Hotel,False,https://www.yelp.com/biz/clontarf-castle-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,135,4.0,€€€,35318332321,+353 1 833 2321,4413.590931420373,3 Castle Avenue,Dublin,IE,53.363716,-6.205881,hotels,Unknown
657f0f31ba8ef8c91c1a6f33,GyHw826jRAAtImAo9wnrww,The Maldron Hotel,False,https://www.yelp.com/biz/the-maldron-hotel-smithfield?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,19,4.0,€€,35314850900,+353 1 485 0900,1153.6761921478476,Smithfield Terrace,Smithfield,IE,53.3494127429529,-6.27838891874699,hotels,Unknown
657f0f31ba8ef8c91c1a6f34,OfTYpf2P5_zsjM5xWNetRQ,Arlington Hotel,False,https://www.yelp.com/biz/arlington-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,69,3.5,€€,35318049100,+353 1 804 9100,428.4310556125086,23 25 Bachelors Walk,Dublin,IE,53.3473,-6.2603,hotels,Unknown
657f0f31ba8ef8c91c1a6f35,ZpWbfVz7faeFQAgRi9CFFw,Hilton Dublin,False,https://www.yelp.com/biz/hilton-dublin-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,46,3.5,€€,35314029988,+353 1 402 9988,1474.507745521805,Charlemont Place,Dublin,IE,53.330984,-6.259181,hotels,Unknown
657f0f31ba8ef8c91c1a6f36,VXttR5FLc-qYeWcJACM2nA,The Schoolhouse Hotel,False,https://www.yelp.com/biz/the-schoolhouse-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,15,4.0,€€,35316675014,+353 1 667 5014,1760.2337704911088,8 Northumberland Road,Dublin,IE,53.3373888607962,-6.23947547601341,hotels,venues
657f0f31ba8ef8c91c1a6f37,aZIzuYbbVcUcZhl5eNuWOQ,Grand Canal Hotel,False,https://www.yelp.com/biz/grand-canal-hotel-ballsbridge-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,24,4.0,€€,35316461000,+353 1 646 1000,1885.4971507643704,Grand Canal Street Upper,Ballsbridge,IE,53.3380513,-6.2369732,hotels,Unknown
657f0f31ba8ef8c91c1a6f38,tv1-cw3AZmwcgH5APbbO9w,Jurys Inn Dublin Christchurch,False,https://www.yelp.com/biz/jurys-inn-dublin-christchurch-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,38,3.5,€€,35314540000,+353 1 454 0000,476.2874815903329,Christchurch Place,Dublin,IE,53.3428378,-6.2704943,hotels,Unknown
657f0f31ba8ef8c91c1a6f39,HJJaR2iZqZHUY1ypyLK_Uw,The Clarence Hotel,False,https://www.yelp.com/biz/the-clarence-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,55,3.0,€€€,35314070800,+353 1 407 0800,254.71068649157456,6-8 Wellington Quay,Dublin,IE,53.345263,-6.266761,hotels,Unknown
657f0f31ba8ef8c91c1a6f3a,Kbhb45Aca-P5EFpzYM3yEg,Trinity City Hotel,False,https://www.yelp.com/biz/trinity-city-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,108,3.5,€€,35316481000,+353 1 648 1000,634.1052403613114,Pearse Street,Dublin,IE,53.3452818129556,-6.25427966742906,hotels,Unknown
657f0f31ba8ef8c91c1a6f3b,BfvRAXjVZwtHUrleHxcyAw,Conrad Dublin,False,https://www.yelp.com/biz/conrad-dublin-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,69,4.0,€€€,35316028900,+353 1 602 8900,1083.1202826449082,Earlsfort Terrace,Dublin,IE,53.3349097836305,-6.25763979919736,hotels,Unknown
657f0f31ba8ef8c91c1a6f3c,A-5pTzFghFJpVigc13GE0w,The Merchant House,False,https://www.yelp.com/biz/the-merchant-house-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,3,5.0,€€€,,,117.56484041372184,8 Eustace Street,Dublin,IE,53.3447,-6.26488,hotels,Unknown
657f0f31ba8ef8c91c1a6f3d,uDQ1K8oRdOxnaE-pSJtEzw,Camden Court Hotel,False,https://www.yelp.com/biz/camden-court-hotel-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,46,4.0,€€,35314759666,+353 1 475 9666,1180.2271800053427,Camden Street,Dublin,IE,53.3333914,-6.2647664,hotels,Unknown
657f0f31ba8ef8c91c1a6f3e,cF0Hfz2kD94iJLfrmrs0Dg,Buswells Hotel,False,https://www.yelp.com/biz/buswells-hotel-dublin-2-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,36,3.5,€€,35316146500,+353 1 614 6500,620.9389253706717,23-27 Molesworth Street,Dublin 2,IE,53.3409,-6.2557803,hotels,venues
657f0f31ba8ef8c91c1a6f3f,cOoiCHLsloICyHqbju8PtA,Portobello Hotel,False,https://www.yelp.com/biz/portobello-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,25,3.0,€,35314752715,+353 1 475 2715,1521.7667165404007,33 South Richmond Street,Dublin,IE,53.3303,-6.26412,hotels,Unknown
657f0f31ba8ef8c91c1a6f40,8-jvLnM-csoSosFqUx6gLA,Stauntons On The Green,False,https://www.yelp.com/biz/stauntons-on-the-green-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,20,4.0,€€€,35314782300,+353 1 478 2300,831.3337109164655,83 Saint Stephen's Green S,Dublin,IE,53.3368,-6.2601,hotels,bedbreakfast
657f0f31ba8ef8c91c1a6f41,RMXJrZWE-0CBNR9Qke3yOQ,The Marker Hotel,False,https://www.yelp.com/biz/the-marker-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,82,4.0,€€€,35316875100,+353 1 687 5100,1647.5905496011496,Grand Canal Square,Dublin,IE,53.3441438079408,-6.2387628,hotelstravel,brasseries
657f0f31ba8ef8c91c1a6f42,lrDHbgtlJivtTwa828sn8Q,The Green Hotel,False,https://www.yelp.com/biz/the-green-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,27,3.5,€€,35316073600,+353 1 607 3600,753.5105320679274,1-5  Harcourt Street,Dublin,IE,53.33721,-6.263158,hotels,Unknown
657f0f31ba8ef8c91c1a6f43,gVOnqrtOVeOa3LL7Ng1SUQ,The Spencer,False,https://www.yelp.com/biz/the-spencer-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,41,4.0,€€,35314338800,+353 1 433 8800,1420.6292557637514,Excise Walk,Dublin,IE,53.3482194,-6.2433907,hotels,Unknown
657f0f31ba8ef8c91c1a6f44,IG1xbjOj9ZkAxx2bFQGQWA,Kelly's Hotel,False,https://www.yelp.com/biz/kellys-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,17,4.0,€€,35316480010,+353 1 648 0010,227.36897959391248,36 Great George's Street,Dublin,IE,53.3420253701384,-6.2645762209766,hotels,Unknown
657f0f31ba8ef8c91c1a6f45,mXcF2zvV2hshypp-ntCnZw,The Davenport Hotel,False,https://www.yelp.com/biz/the-davenport-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,39,3.5,€€,35316073500,+353 1 607 3500,935.6234374167798,8/10 Merrion Street Lower,Dublin,IE,53.341668,-6.25003,hotels,Unknown
657f0f31ba8ef8c91c1a6f46,Pjis4URLX5f8ALl0qYtsMA,Hilton Garden Inn Dublin Custom House,False,https://www.yelp.com/biz/hilton-garden-inn-dublin-custom-house-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,30,3.5,€€,35318541500,+353 1 854 1500,1207.9801112785792,1 Custom House Quay,Dublin,IE,53.3481739149846,-6.24679213491822,hotels,Unknown
657f0f31ba8ef8c91c1a6f47,4OMGGwwH2bdPpLA63YrgBg,The Dean Hotel,False,https://www.yelp.com/biz/the-dean-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,80,3.0,€€,35316078110,+353 1 607 8110,980.0596371560075,33 Harcourt Street,Dublin,IE,53.3353004,-6.2636199,hotels,Unknown
657f0f31ba8ef8c91c1a6f48,mfRyIXjYcaQilF7Q0T4KZg,Mespil Hotel,False,https://www.yelp.com/biz/mespil-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,30,4.0,€€,35314884600,+353 1 488 4600,1618.932768264382,Mespil Road,Dublin,IE,53.3333711552128,-6.24688331120443,hotels,Unknown
657f0f31ba8ef8c91c1a6f49,UjHFnHq5O7IEDfOUr9vLCQ,Holiday Inn Express Hotel Dublin Airport,False,https://www.yelp.com/biz/holiday-inn-express-hotel-dublin-airport-santry?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,26,3.5,€€,3533018628866,+353 3018628866,6825.086791580119,Northwood Park,Santry,IE,53.4041811417282,-6.24350172826337,hotels,venues
657f0f31ba8ef8c91c1a6f4a,R1yRhbSeiCJOoJmQocF72A,The Morgan Hotel,False,https://www.yelp.com/biz/the-morgan-hotel-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,75,3.5,€€€,35316437000,+353 1 643 7000,263.3847499487266,10 Fleet Street,Dublin,IE,53.3457890784334,-6.26101559337834,hotels,Unknown
657f0f31ba8ef8c91c1a6f4b,Vme-Qfvuw-EEkI3moAOSyA,The Gibson Hotel,False,https://www.yelp.com/biz/the-gibson-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,52,4.0,€€,35316815000,+353 1 681 5000,2377.2783290756984,Point Village,Dublin,IE,53.348518,-6.228583,hotels,Unknown
657f0f31ba8ef8c91c1a6f4c,yI2HfDvwso8mYRSGJrsGvQ,Eccles Townhouse,False,https://www.yelp.com/biz/eccles-townhouse-dublin-3?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,4,5.0,€€,35318307929,+353 1 830 7929,1501.7083929110424,Eccles Street,Dublin,IE,53.3574837508075,-6.2640766431,hotels,Unknown
657f0f31ba8ef8c91c1a6f4d,B7fkfo7-E4PEX5SGpiVExg,Jurys Inn Parnell Street,False,https://www.yelp.com/biz/jurys-inn-parnell-street-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,22,4.0,€€,35318784900,+353 1 878 4900,841.6562778758321,Moore Street Plaza,Dublin,IE,53.3515480029832,-6.26322337384033,hotels,Unknown
657f0f31ba8ef8c91c1a6f4e,G_cmEMY4CGjhzvxxzndRqw,Talbot Hotel Stillorgan,False,https://www.yelp.com/biz/talbot-hotel-stillorgan-stillorgan?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,1,1.0,€€,35312001800,+353 1 200 1800,6774.4233622931815,Stillorgan Road,Stillorgan,IE,53.2950193,-6.2028881,hotels,Unknown
657f0f31ba8ef8c91c1a6f4f,AwaqfkYamxZvoBUevJxmDQ,The Mont Hotel,False,https://www.yelp.com/biz/the-mont-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,22,3.5,€€,35316073800,+353 1 607 3800,883.2874860034937,1/4 Merrion Street Lower,Dublin,IE,53.3413971,-6.2509991,hotels,Unknown
657f0f31ba8ef8c91c1a6f50,mrG1luK_v7JHKYhW4tt3Yw,Temple Bar Hotel,False,https://www.yelp.com/biz/temple-bar-hotel-dublin-3?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,52,3.5,€€,35316773333,+353 1 677 3333,309.4218657859859,13-17 Fleet St,Dublin,IE,53.3456893454025,-6.25989989882167,hotels,Unknown
657f0f31ba8ef8c91c1a6f51,AyGoKjE7KOG4LPtaKooiLA,Alexander Hotel,False,https://www.yelp.com/biz/alexander-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,4,4.0,€€,35316073700,+353 1 607 3700,476.7885704948941,Merrion Square,Dublin,IE,53.3399,-6.26578,hotels,Unknown
657f0f31ba8ef8c91c1a6f52,0fG1d6BzVso9OW3xNzJJAw,Belvedere Hotel,False,https://www.yelp.com/biz/belvedere-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,22,3.5,€€,35318737700,+353 1 873 7700,1279.7143046660365,Great Denmark St,Dublin,IE,53.34807,-6.24827,hotels,Unknown
657f0f31ba8ef8c91c1a6f53,4yYRj0OeI7lKgl0npbIIpw,Marriott Hotel,False,https://www.yelp.com/biz/marriott-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,1,5.0,Unknown,,,259.8736613695704,Dame Street,Dublin,IE,53.3441,-6.26749,hotels,Unknown
657f0f31ba8ef8c91c1a6f54,3W6QeNlig_ZNfizLU1N8GA,Hilton,False,https://www.yelp.com/biz/hilton-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,58,3.0,€€,35318661800,+353 1 866 1800,8623.383457922091,Northern Cross,Dublin,IE,53.403392368819,-6.18002794299161,hotels,Unknown
657f0f31ba8ef8c91c1a6f55,0wkqJrQScqqU2C3R_HDkMA,Fleet Street Hotel,False,https://www.yelp.com/biz/fleet-street-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,28,3.5,€€,35316708124,+353 1 670 8124,315.57983001110534,19029 Fleet Street,Dublin,IE,53.3457863048408,-6.25991106033325,hotels,Unknown
657f0f31ba8ef8c91c1a6f56,41KHmQX6zEveWJdjcUTjgg,Dublin Skylon Hotel,False,https://www.yelp.com/biz/dublin-skylon-hotel-drumcondra?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,25,3.5,€€,35318843900,+353 1 884 3900,3232.2674068387255,Upper Drumcondra Road,Drumcondra,IE,53.3723925,-6.2532772,hotels,Unknown
657f0f32ba8ef8c91c1a6f57,2jEmHCBp8NfGgCVcfbEv9A,Drury Court Hotel,False,https://www.yelp.com/biz/drury-court-hotel-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,4,4.0,€€,,,134.6215888225297,40 Drury Street,Dublin,IE,53.3428,-6.26314,hotels,Unknown
657f0f32ba8ef8c91c1a6f58,TtwUtlfdaPwi-qmikd9kzg,Uppercross House Hotel,False,https://www.yelp.com/biz/uppercross-house-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,3,4.5,€€,35314975486,+353 1 497 5486,2576.1752556267547,26-30 Upper Rathmines Road,Dublin,IE,53.3208339,-6.2652012,hotels,Unknown
657f0f32ba8ef8c91c1a6f59,IjWt0hBrCdZtk-tPxl9R6Q,Central Hotel,False,https://www.yelp.com/biz/central-hotel-dublin-3?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,31,3.5,€€,35316797302,+353 1 679 7302,114.0990373555521,1-5 Exchequer Street,Dublin,IE,53.343,-6.26408,hotels,bars
657f0f32ba8ef8c91c1a6f5a,qoGT4ceupXxE-t6CWM7IwQ,Blooms Hotel,False,https://www.yelp.com/biz/blooms-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,44,3.0,€€,35316715622,+353 1 671 5622,124.29230941020064,6 Anglesea Street,Dublin,IE,53.3447677,-6.2622489,hotels,Unknown
657f0f32ba8ef8c91c1a6f5b,465n0Xv1qvQcN45gMRNhEg,The Alex Hotel,False,https://www.yelp.com/biz/the-alex-hotel-dublin?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,13,3.5,Unknown,35316073900,+353 1 607 3900,990.6822236501072,41-47 Fenian St,Dublin,IE,53.341863,-6.2490854,hotels,Unknown
657f0f32ba8ef8c91c1a6f5c,NewRlCHFqt5uJzq_Hry8Wg,Riu Plaza The Gresham Dublin,False,https://www.yelp.com/biz/riu-plaza-the-gresham-dublin-dublin-2?adjust_creative=aChjNjhifhqT_Wd-4Uq5eA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aChjNjhifhqT_Wd-4Uq5eA,72,3.5,€€€,35318746881,+353 1 874 6881,899.2905318713177,23  Upper O'Connell Street,Dublin,IE,53.351883,-6.260689,hotels,Unknown
